order_id,order_date,shipment_date,shipment_mode,city,order_year,order_month,order_day
CA-2015-127964,2015-03-03,2015-03-08,Standard Class,New York City,2015,3,3
CA-2015-128055,2015-03-31,2015-04-05,Standard Class,San Francisco,2015,3,31
CA-2015-128062,2015-11-19,2015-11-22,Second Class,Philadelphia,2015,11,19
CA-2015-128146,2015-06-21,2015-06-25,Standard Class,Lakewood,2015,6,21
CA-2015-128209,2015-11-17,2015-11-22,Standard Class,Buffalo,2015,11,17
CA-2015-128237,2015-03-25,2015-03-30,Standard Class,San Francisco,2015,3,25
CA-2015-128524,2015-11-11,2015-11-13,First Class,Seattle,2015,11,11
CA-2015-128538,2015-10-11,2015-10-15,Standard Class,Redondo Beach,2015,10,11
CA-2015-128622,2015-11-15,2015-11-17,Second Class,San Francisco,2015,11,15
CA-2015-128839,2015-09-08,2015-09-13,Standard Class,Chesapeake,2015,9,8
CA-2015-128846,2015-04-07,2015-04-12,Standard Class,Columbia,2015,4,7
CA-2015-128888,2015-11-15,2015-11-22,Standard Class,Houston,2015,11,15
CA-2015-128986,2015-08-03,2015-08-05,Second Class,Glendale,2015,8,3
CA-2015-129091,2015-11-22,2015-11-27,Standard Class,Columbus,2015,11,22
CA-2015-129147,2015-11-02,2015-11-06,Standard Class,Medina,2015,11,2
CA-2015-129168,2015-08-17,2015-08-23,Standard Class,Houston,2015,8,17
CA-2015-129189,2015-07-21,2015-07-25,Standard Class,Dallas,2015,7,21
CA-2015-129364,2015-12-08,2015-12-13,Standard Class,Salem,2015,12,8
CA-2015-129574,2015-05-26,2015-05-29,First Class,Murray,2015,5,26
CA-2015-129819,2015-12-13,2015-12-15,Second Class,Henderson,2015,12,13
CA-2015-129924,2015-07-12,2015-07-17,Standard Class,San Francisco,2015,7,12
CA-2015-129938,2015-12-15,2015-12-17,Second Class,Philadelphia,2015,12,15
CA-2015-130092,2015-01-11,2015-01-14,First Class,Dover,2015,1,11
CA-2015-130155,2015-05-19,2015-05-22,First Class,Virginia Beach,2015,5,19
CA-2015-130274,2015-05-03,2015-05-05,First Class,Appleton,2015,5,3
CA-2015-130421,2015-03-03,2015-03-07,Standard Class,Houston,2015,3,3
CA-2015-130428,2015-03-31,2015-03-31,Same Day,Tampa,2015,3,31
CA-2015-130449,2015-09-06,2015-09-09,First Class,San Francisco,2015,9,6
CA-2015-130575,2015-12-14,2015-12-16,First Class,Chicago,2015,12,14
CA-2015-130624,2015-06-21,2015-06-24,First Class,New York City,2015,6,21
CA-2015-130673,2015-05-20,2015-05-22,Second Class,San Marcos,2015,5,20
CA-2015-130729,2015-10-24,2015-10-29,Standard Class,Rancho Cucamonga,2015,10,24
CA-2015-130813,2015-01-06,2015-01-08,Second Class,Los Angeles,2015,1,6
CA-2015-130869,2015-11-17,2015-11-21,Standard Class,Cedar Hill,2015,11,17
CA-2015-130918,2015-08-22,2015-08-24,Second Class,North Miami,2015,8,22
CA-2015-130960,2015-12-30,2016-01-04,Standard Class,Taylor,2015,12,30
CA-2015-131002,2015-09-07,2015-09-12,Second Class,Tulsa,2015,9,7
CA-2015-131009,2015-03-01,2015-03-05,Standard Class,El Paso,2015,3,1
CA-2015-131051,2015-12-01,2015-12-05,Standard Class,San Francisco,2015,12,1
CA-2015-131247,2015-03-30,2015-04-04,Standard Class,San Francisco,2015,3,30
CA-2015-131310,2015-07-12,2015-07-18,Standard Class,Seattle,2015,7,12
CA-2015-131387,2015-04-28,2015-04-30,First Class,San Francisco,2015,4,28
CA-2015-131450,2015-08-08,2015-08-15,Standard Class,San Diego,2015,8,8
CA-2015-131527,2015-12-01,2015-12-07,Standard Class,Jacksonville,2015,12,1
CA-2015-131541,2015-07-28,2015-07-28,Same Day,Apopka,2015,7,28
CA-2015-131800,2015-12-30,2016-01-04,Standard Class,New York City,2015,12,30
CA-2015-131905,2015-02-06,2015-02-09,First Class,Chesapeake,2015,2,6
CA-2015-131926,2015-06-01,2015-06-06,Second Class,Lakeville,2015,6,1
CA-2015-131947,2015-09-17,2015-09-22,Standard Class,Springfield,2015,9,17
CA-2015-132010,2015-10-13,2015-10-15,First Class,Richmond,2015,10,13
CA-2015-132227,2015-11-04,2015-11-10,Standard Class,New York City,2015,11,4
CA-2015-132451,2015-09-26,2015-09-27,First Class,San Diego,2015,9,26
CA-2015-132500,2015-09-08,2015-09-12,Standard Class,San Francisco,2015,9,8
CA-2015-132542,2015-10-06,2015-10-08,Second Class,Omaha,2015,10,6
CA-2015-132612,2015-06-09,2015-06-11,Second Class,Harrisonburg,2015,6,9
CA-2015-132787,2015-09-19,2015-09-23,Standard Class,Seattle,2015,9,19
CA-2015-132801,2015-10-07,2015-10-12,Standard Class,Dallas,2015,10,7
CA-2015-132864,2015-12-02,2015-12-07,Standard Class,Columbus,2015,12,2
CA-2015-132913,2015-12-24,2015-12-26,First Class,San Diego,2015,12,24
CA-2015-132962,2015-09-13,2015-09-16,First Class,Philadelphia,2015,9,13
CA-2015-132983,2015-04-28,2015-05-03,Standard Class,Jamestown,2015,4,28
CA-2015-133158,2015-08-19,2015-08-21,Second Class,Los Angeles,2015,8,19
CA-2015-133228,2015-04-04,2015-04-09,Standard Class,Detroit,2015,4,4
CA-2015-133270,2015-06-06,2015-06-09,First Class,Rochester,2015,6,6
CA-2015-133305,2015-07-11,2015-07-15,Standard Class,New York City,2015,7,11
CA-2015-133354,2015-02-22,2015-02-24,First Class,Moreno Valley,2015,2,22
CA-2015-133389,2015-06-22,2015-06-22,Same Day,Phoenix,2015,6,22
CA-2015-133424,2015-03-30,2015-04-04,Standard Class,Seattle,2015,3,30
CA-2015-133543,2015-12-22,2015-12-26,Standard Class,San Jose,2015,12,22
CA-2015-133592,2015-12-31,2016-01-07,Standard Class,Providence,2015,12,31
CA-2015-133634,2015-11-05,2015-11-10,Standard Class,Arlington,2015,11,5
CA-2015-133690,2015-08-03,2015-08-05,First Class,Denver,2015,8,3
CA-2015-133704,2015-09-20,2015-09-26,Standard Class,Los Angeles,2015,9,20
CA-2015-133753,2015-06-09,2015-06-13,Second Class,Huntsville,2015,6,9
CA-2015-133809,2015-11-18,2015-11-23,Second Class,Fairfield,2015,11,18
CA-2015-133830,2015-12-05,2015-12-10,Standard Class,Los Angeles,2015,12,5
CA-2015-133851,2015-06-09,2015-06-16,Standard Class,San Francisco,2015,6,9
CA-2015-134061,2015-04-29,2015-05-04,Standard Class,Rochester,2015,4,29
CA-2015-134103,2015-01-30,2015-02-04,Standard Class,Detroit,2015,1,30
CA-2015-134215,2015-08-04,2015-08-08,Standard Class,Bangor,2015,8,4
CA-2015-134278,2015-07-06,2015-07-08,First Class,New York City,2015,7,6
CA-2015-134313,2015-11-01,2015-11-07,Standard Class,Denver,2015,11,1
CA-2015-134551,2015-12-20,2015-12-25,Standard Class,Columbia,2015,12,20
CA-2015-134572,2015-04-20,2015-04-22,Second Class,Houston,2015,4,20
CA-2015-134621,2015-12-21,2015-12-28,Standard Class,Columbia,2015,12,21
CA-2015-134677,2015-10-06,2015-10-10,Standard Class,San Diego,2015,10,6
CA-2015-134726,2015-11-02,2015-11-07,Second Class,Seattle,2015,11,2
CA-2015-135090,2015-11-22,2015-11-26,Standard Class,Los Angeles,2015,11,22
CA-2015-135405,2015-01-09,2015-01-13,Standard Class,Laredo,2015,1,9
CA-2015-135608,2015-12-08,2015-12-10,Second Class,Olympia,2015,12,8
CA-2015-135657,2015-06-03,2015-06-07,Second Class,Seattle,2015,6,3
CA-2015-135699,2015-08-29,2015-08-29,Same Day,San Francisco,2015,8,29
CA-2015-135755,2015-05-03,2015-05-10,Standard Class,Yonkers,2015,5,3
CA-2015-135993,2015-05-28,2015-06-02,Standard Class,Seattle,2015,5,28
CA-2015-136280,2015-11-29,2015-12-06,Standard Class,Philadelphia,2015,11,29
CA-2015-136336,2015-04-21,2015-04-26,Standard Class,Henderson,2015,4,21
CA-2015-136399,2015-12-16,2015-12-17,First Class,Los Angeles,2015,12,16
CA-2015-136567,2015-12-20,2015-12-21,First Class,Harrisonburg,2015,12,20
CA-2015-136644,2015-06-16,2015-06-22,Standard Class,Mishawaka,2015,6,16
CA-2015-136742,2015-04-06,2015-04-10,Standard Class,Lancaster,2015,4,6
CA-2015-136861,2015-09-05,2015-09-07,First Class,Saint Petersburg,2015,9,5
CA-2015-137092,2015-10-20,2015-10-22,Second Class,Chicago,2015,10,20
CA-2015-137274,2015-03-29,2015-04-02,Standard Class,Plano,2015,3,29
CA-2015-137351,2015-09-30,2015-10-04,Standard Class,Seattle,2015,9,30
CA-2015-137575,2015-08-06,2015-08-11,Standard Class,New York City,2015,8,6
CA-2015-137589,2015-11-03,2015-11-08,Standard Class,Lancaster,2015,11,3
CA-2015-137911,2015-10-09,2015-10-15,Standard Class,Jacksonville,2015,10,9
CA-2015-138023,2015-08-15,2015-08-18,First Class,Dallas,2015,8,15
CA-2015-138072,2015-12-30,2016-01-03,Standard Class,Philadelphia,2015,12,30
CA-2015-138100,2015-09-15,2015-09-20,Standard Class,New York City,2015,9,15
CA-2015-138128,2015-12-09,2015-12-15,Standard Class,Philadelphia,2015,12,9
CA-2015-138177,2015-09-19,2015-09-24,Standard Class,Chandler,2015,9,19
CA-2015-138198,2015-07-18,2015-07-23,Standard Class,New Rochelle,2015,7,18
CA-2015-138240,2015-10-09,2015-10-14,Standard Class,San Francisco,2015,10,9
CA-2015-138296,2015-12-05,2015-12-12,Standard Class,Alexandria,2015,12,5
CA-2015-138317,2015-06-21,2015-06-25,Standard Class,Philadelphia,2015,6,21
CA-2015-138359,2015-04-01,2015-04-06,Standard Class,Revere,2015,4,1
CA-2015-138436,2015-03-26,2015-03-30,Standard Class,Los Angeles,2015,3,26
CA-2015-138450,2015-10-18,2015-10-22,Standard Class,Philadelphia,2015,10,18
CA-2015-138513,2015-05-23,2015-05-27,Standard Class,Bellevue,2015,5,23
CA-2015-138527,2015-09-12,2015-09-17,Standard Class,Cary,2015,9,12
CA-2015-138681,2015-12-20,2015-12-22,First Class,Tucson,2015,12,20
CA-2015-138709,2015-07-04,2015-07-09,Standard Class,Richmond,2015,7,4
CA-2015-138737,2015-12-07,2015-12-10,First Class,Los Angeles,2015,12,7
CA-2015-138940,2015-04-11,2015-04-16,Second Class,Austin,2015,4,11
CA-2015-139017,2015-05-11,2015-05-17,Standard Class,Houston,2015,5,11
CA-2015-139192,2015-05-27,2015-06-01,Second Class,San Francisco,2015,5,27
CA-2015-139283,2015-11-23,2015-11-27,Standard Class,Detroit,2015,11,23
CA-2015-139423,2015-11-01,2015-11-05,Standard Class,Orange,2015,11,1
CA-2015-139451,2015-10-12,2015-10-16,Standard Class,San Francisco,2015,10,12
CA-2015-139542,2015-10-25,2015-10-29,Standard Class,Philadelphia,2015,10,25
CA-2015-139598,2015-12-26,2015-12-31,Standard Class,Philadelphia,2015,12,26
CA-2015-139633,2015-12-17,2015-12-24,Standard Class,Columbus,2015,12,17
CA-2015-139857,2015-02-02,2015-02-06,Standard Class,San Diego,2015,2,2
CA-2015-139892,2015-09-08,2015-09-12,Standard Class,San Antonio,2015,9,8
CA-2015-140004,2015-03-21,2015-03-25,Standard Class,Hamilton,2015,3,21
CA-2015-140032,2015-09-08,2015-09-13,Standard Class,San Francisco,2015,9,8
CA-2015-140039,2015-09-13,2015-09-17,Standard Class,Tempe,2015,9,13
CA-2015-140165,2015-05-13,2015-05-15,First Class,Hialeah,2015,5,13
CA-2015-140228,2015-04-28,2015-05-03,Standard Class,Newark,2015,4,28
CA-2015-140396,2015-11-20,2015-11-25,Standard Class,New York City,2015,11,20
CA-2015-140403,2015-10-10,2015-10-10,Same Day,Manteca,2015,10,10
CA-2015-140473,2015-05-30,2015-06-03,Standard Class,Chicago,2015,5,30
CA-2015-140487,2015-06-14,2015-06-20,Standard Class,Detroit,2015,6,14
CA-2015-140662,2015-11-17,2015-11-19,First Class,San Francisco,2015,11,17
CA-2015-140732,2015-11-11,2015-11-13,Second Class,Los Angeles,2015,11,11
CA-2015-140795,2015-02-01,2015-02-03,First Class,Green Bay,2015,2,1
CA-2015-140816,2015-12-20,2015-12-20,Same Day,Thornton,2015,12,20
CA-2015-140858,2015-06-28,2015-07-02,Standard Class,Philadelphia,2015,6,28
CA-2015-140886,2015-09-30,2015-10-04,Standard Class,Clarksville,2015,9,30
CA-2015-141005,2015-08-15,2015-08-18,First Class,Fairfield,2015,8,15
CA-2015-141110,2015-11-26,2015-12-01,Standard Class,Fresno,2015,11,26
CA-2015-141152,2015-09-16,2015-09-19,First Class,New York City,2015,9,16
CA-2015-141173,2015-11-18,2015-11-20,Second Class,Minneapolis,2015,11,18
CA-2015-141278,2015-06-21,2015-06-24,First Class,Meriden,2015,6,21
CA-2015-141299,2015-06-03,2015-06-07,Second Class,Midland,2015,6,3
CA-2015-141313,2015-12-28,2016-01-01,Standard Class,Beverly,2015,12,28
CA-2015-141355,2015-09-25,2015-09-30,Standard Class,Aurora,2015,9,25
CA-2015-141607,2015-12-12,2015-12-17,Standard Class,Concord,2015,12,12
CA-2015-141649,2015-09-30,2015-09-30,Same Day,Fairfield,2015,9,30
CA-2015-141726,2015-07-20,2015-07-22,First Class,San Diego,2015,7,20
CA-2015-141796,2015-06-21,2015-06-21,Same Day,Long Beach,2015,6,21
CA-2015-141817,2015-01-05,2015-01-12,Standard Class,Philadelphia,2015,1,5
CA-2015-141838,2015-03-26,2015-03-31,Second Class,San Francisco,2015,3,26
CA-2015-141901,2015-08-09,2015-08-14,Standard Class,Fresno,2015,8,9
CA-2015-142048,2015-06-22,2015-06-25,First Class,Louisville,2015,6,22
CA-2015-142314,2015-12-23,2015-12-28,Standard Class,Richmond,2015,12,23
CA-2015-142510,2015-12-22,2015-12-29,Standard Class,Chicago,2015,12,22
CA-2015-142587,2015-10-21,2015-10-22,First Class,Fairfield,2015,10,21
CA-2015-142727,2015-04-29,2015-05-01,Second Class,Lake Charles,2015,4,29
CA-2015-142769,2015-09-13,2015-09-13,Same Day,Seattle,2015,9,13
CA-2015-142839,2015-08-16,2015-08-20,Standard Class,Philadelphia,2015,8,16
CA-2015-142951,2015-10-08,2015-10-08,Same Day,Charlotte,2015,10,8
CA-2015-142965,2015-07-20,2015-07-20,Same Day,Springfield,2015,7,20
CA-2015-143168,2015-10-18,2015-10-23,Second Class,Seattle,2015,10,18
CA-2015-143182,2015-10-15,2015-10-20,Standard Class,Hialeah,2015,10,15
CA-2015-143210,2015-12-01,2015-12-03,First Class,Lowell,2015,12,1
CA-2015-143336,2015-08-27,2015-09-01,Second Class,San Francisco,2015,8,27
CA-2015-143385,2015-08-31,2015-09-05,Standard Class,Santa Fe,2015,8,31
CA-2015-143413,2015-05-24,2015-05-30,Standard Class,Baltimore,2015,5,24
CA-2015-143637,2015-03-24,2015-03-29,Second Class,Fresno,2015,3,24
CA-2015-143840,2015-05-22,2015-05-29,Standard Class,Decatur,2015,5,22
CA-2015-143903,2015-07-20,2015-07-24,Standard Class,Dallas,2015,7,20
CA-2015-143917,2015-07-25,2015-07-27,Second Class,San Francisco,2015,7,25
CA-2015-144029,2015-05-26,2015-05-31,Standard Class,Chicago,2015,5,26
CA-2015-144071,2015-12-08,2015-12-15,Standard Class,San Francisco,2015,12,8
CA-2015-144281,2015-06-10,2015-06-15,Second Class,Detroit,2015,6,10
CA-2015-144407,2015-09-09,2015-09-15,Standard Class,Detroit,2015,9,9
CA-2015-144414,2015-06-17,2015-06-21,Standard Class,Seattle,2015,6,17
CA-2015-144624,2015-11-19,2015-11-23,Standard Class,Jamestown,2015,11,19
CA-2015-144666,2015-11-09,2015-11-11,Second Class,San Francisco,2015,11,9
CA-2015-144974,2015-09-26,2015-09-30,Standard Class,Philadelphia,2015,9,26
CA-2015-145212,2015-09-13,2015-09-19,Standard Class,New York City,2015,9,13
CA-2015-145254,2015-07-23,2015-07-27,Standard Class,San Francisco,2015,7,23
CA-2015-145317,2015-03-18,2015-03-23,Standard Class,Jacksonville,2015,3,18
CA-2015-145387,2015-10-31,2015-11-02,Second Class,Cranston,2015,10,31
CA-2015-145541,2015-12-14,2015-12-21,Standard Class,New York City,2015,12,14
CA-2015-145576,2015-09-14,2015-09-18,Second Class,Tampa,2015,9,14
CA-2015-145800,2015-05-30,2015-06-05,Standard Class,Buffalo Grove,2015,5,30
CA-2015-145926,2015-11-17,2015-11-21,Standard Class,Moorhead,2015,11,17
CA-2015-146283,2015-09-08,2015-09-15,Standard Class,Houston,2015,9,8
CA-2015-146500,2015-08-30,2015-09-04,Standard Class,Bristol,2015,8,30
CA-2015-146528,2015-07-25,2015-07-27,Second Class,Los Angeles,2015,7,25
CA-2015-146591,2015-01-19,2015-01-20,First Class,Scottsdale,2015,1,19
CA-2015-146640,2015-06-30,2015-07-05,Standard Class,New York City,2015,6,30
CA-2015-146703,2015-10-20,2015-10-25,Second Class,Westland,2015,10,20
CA-2015-146731,2015-11-03,2015-11-08,Standard Class,Nashville,2015,11,3
CA-2015-146815,2015-09-08,2015-09-13,Standard Class,New York City,2015,9,8
CA-2015-146843,2015-11-30,2015-12-06,Standard Class,Avondale,2015,11,30
CA-2015-146864,2015-12-22,2015-12-26,Standard Class,New York City,2015,12,22
CA-2015-146885,2015-05-30,2015-06-05,Standard Class,Richmond,2015,5,30
CA-2015-146969,2015-09-29,2015-10-03,Standard Class,Los Angeles,2015,9,29
CA-2015-146990,2015-11-07,2015-11-08,First Class,New York City,2015,11,7
CA-2015-147235,2015-03-24,2015-03-28,Standard Class,New York City,2015,3,24
CA-2015-147298,2015-04-26,2015-05-03,Standard Class,Los Angeles,2015,4,26
CA-2015-147543,2015-07-06,2015-07-12,Standard Class,El Cajon,2015,7,6
CA-2015-147900,2015-09-23,2015-09-28,Standard Class,Lakewood,2015,9,23
CA-2015-147914,2015-06-04,2015-06-09,Standard Class,Columbus,2015,6,4
CA-2015-148040,2015-03-22,2015-03-26,Standard Class,Tucson,2015,3,22
CA-2015-148285,2015-10-27,2015-11-01,Standard Class,Fayetteville,2015,10,27
CA-2015-148369,2015-09-23,2015-09-27,Standard Class,Newark,2015,9,23
CA-2015-148383,2015-12-27,2015-12-31,Standard Class,Phoenix,2015,12,27
CA-2015-148425,2015-11-30,2015-12-04,Standard Class,Orlando,2015,11,30
CA-2015-148488,2015-12-10,2015-12-15,Standard Class,New York City,2015,12,10
CA-2015-148586,2015-03-25,2015-04-01,Standard Class,New York City,2015,3,25
CA-2015-148614,2015-01-20,2015-01-25,Standard Class,Los Angeles,2015,1,20
CA-2015-148761,2015-05-17,2015-05-21,Standard Class,Eau Claire,2015,5,17
CA-2015-148782,2015-11-02,2015-11-07,Standard Class,Irving,2015,11,2
CA-2015-148915,2015-11-01,2015-11-05,Standard Class,Portland,2015,11,1
CA-2015-148950,2015-12-14,2015-12-19,Standard Class,Chicago,2015,12,14
CA-2015-149020,2015-01-10,2015-01-15,Standard Class,Springfield,2015,1,10
CA-2015-149055,2015-11-23,2015-11-28,Standard Class,Philadelphia,2015,11,23
CA-2015-149104,2015-04-05,2015-04-07,Second Class,Dearborn Heights,2015,4,5
CA-2015-149244,2015-11-04,2015-11-08,Standard Class,San Diego,2015,11,4
CA-2015-149524,2015-01-14,2015-01-15,First Class,Philadelphia,2015,1,14
CA-2015-149538,2015-04-04,2015-04-08,Standard Class,Lafayette,2015,4,4
CA-2015-149594,2015-09-15,2015-09-19,Standard Class,Philadelphia,2015,9,15
CA-2015-149643,2015-11-16,2015-11-20,Standard Class,Manhattan,2015,11,16
CA-2015-149958,2015-03-15,2015-03-19,Standard Class,Tampa,2015,3,15
CA-2015-150203,2015-12-05,2015-12-07,First Class,Los Angeles,2015,12,5
CA-2015-150245,2015-12-31,2016-01-04,Second Class,Watertown,2015,12,31
CA-2015-150301,2015-07-08,2015-07-10,First Class,Buffalo,2015,7,8
CA-2015-150329,2015-10-10,2015-10-14,Standard Class,Phoenix,2015,10,10
CA-2015-150490,2015-08-05,2015-08-11,Standard Class,San Francisco,2015,8,5
CA-2015-150518,2015-11-19,2015-11-24,Standard Class,Coon Rapids,2015,11,19
CA-2015-150581,2015-04-08,2015-04-12,Standard Class,Concord,2015,4,8
CA-2015-150798,2015-12-01,2015-12-03,Second Class,Columbus,2015,12,1
CA-2015-151001,2015-04-05,2015-04-07,First Class,Decatur,2015,4,5
CA-2015-151078,2015-11-12,2015-11-12,Same Day,San Antonio,2015,11,12
CA-2015-151162,2015-12-05,2015-12-09,Standard Class,Columbus,2015,12,5
CA-2015-151295,2015-11-12,2015-11-16,Standard Class,Los Angeles,2015,11,12
CA-2015-151330,2015-10-14,2015-10-17,First Class,Everett,2015,10,14
CA-2015-151379,2015-12-16,2015-12-20,Standard Class,Detroit,2015,12,16
CA-2015-151554,2015-11-14,2015-11-15,First Class,Pasadena,2015,11,14
CA-2015-151708,2015-08-08,2015-08-14,Standard Class,Glendale,2015,8,8
CA-2015-151792,2015-09-02,2015-09-07,Second Class,Chicago,2015,9,2
CA-2015-151897,2015-06-06,2015-06-10,Standard Class,Houston,2015,6,6
CA-2015-151946,2015-06-04,2015-06-09,Standard Class,New York City,2015,6,4
CA-2015-151953,2015-09-20,2015-09-25,Standard Class,Jacksonville,2015,9,20
CA-2015-151967,2015-10-22,2015-10-26,Standard Class,Bossier City,2015,10,22
CA-2015-151995,2015-10-13,2015-10-15,First Class,Edmonds,2015,10,13
CA-2015-152100,2015-05-11,2015-05-16,Standard Class,Huntsville,2015,5,11
CA-2015-152233,2015-10-05,2015-10-06,First Class,Pomona,2015,10,5
CA-2015-152254,2015-06-30,2015-06-30,Same Day,Wilmington,2015,6,30
CA-2015-152268,2015-09-02,2015-09-07,Standard Class,Fayetteville,2015,9,2
CA-2015-152296,2015-08-01,2015-08-03,First Class,San Francisco,2015,8,1
CA-2015-152345,2015-12-29,2016-01-03,Second Class,Albuquerque,2015,12,29
CA-2015-152422,2015-10-05,2015-10-10,Second Class,Columbus,2015,10,5
CA-2015-152443,2015-05-21,2015-05-26,Standard Class,Lawrence,2015,5,21
CA-2015-152562,2015-11-01,2015-11-08,Standard Class,Richmond,2015,11,1
CA-2015-152618,2015-03-14,2015-03-17,First Class,Chicago,2015,3,14
CA-2015-152849,2015-07-05,2015-07-12,Standard Class,Knoxville,2015,7,5
CA-2015-152905,2015-02-18,2015-02-24,Standard Class,Arlington,2015,2,18
CA-2015-153087,2015-12-27,2016-01-03,Standard Class,Decatur,2015,12,27
CA-2015-153150,2015-07-01,2015-07-06,Second Class,Seattle,2015,7,1
CA-2015-153479,2015-10-04,2015-10-08,Standard Class,Vallejo,2015,10,4
CA-2015-153619,2015-11-03,2015-11-03,Same Day,Los Angeles,2015,11,3
CA-2015-153808,2015-04-06,2015-04-10,Second Class,Los Angeles,2015,4,6
CA-2015-153850,2015-11-24,2015-11-29,Standard Class,Toledo,2015,11,24
CA-2015-153913,2015-12-16,2015-12-20,Second Class,Hialeah,2015,12,16
CA-2015-153969,2015-09-21,2015-09-25,Standard Class,San Francisco,2015,9,21
CA-2015-153976,2015-10-03,2015-10-08,Second Class,Evanston,2015,10,3
CA-2015-153983,2015-11-29,2015-12-06,Standard Class,San Francisco,2015,11,29
CA-2015-154095,2015-12-02,2015-12-07,Standard Class,Clinton,2015,12,2
CA-2015-154158,2015-12-23,2015-12-27,Second Class,Tampa,2015,12,23
CA-2015-154165,2015-02-17,2015-02-24,Standard Class,Chicago,2015,2,17
CA-2015-154186,2015-12-13,2015-12-15,Second Class,Houston,2015,12,13
CA-2015-154592,2015-12-07,2015-12-08,First Class,San Francisco,2015,12,7
CA-2015-154599,2015-04-12,2015-04-17,Standard Class,Redondo Beach,2015,4,12
CA-2015-154627,2015-10-29,2015-10-31,First Class,Chicago,2015,10,29
CA-2015-154641,2015-08-11,2015-08-16,Standard Class,New York City,2015,8,11
